Distance (km),Vehicle Type,Fuel Type,Route Type,Time of Day,CO2 Emissions (g/km)
64,Bike,None,Urban,Afternoon,5
2,Walking,None,Urban,Evening,0
46,Bike,None,Rural,Morning,5
50,Bike,None,Urban,Evening,5
31,Bike,None,Urban,Evening,5
96,Bus,None,Urban,Afternoon,80
41,Bus,None,Urban,Evening,80
43,Bike,None,Rural,Morning,5
98,Bus,None,Rural,Afternoon,80
22,Bus,None,Rural,Evening,80
3,Walking,None,Rural,Morning,0
42,Walking,None,Rural,Evening,0
63,Bike,None,Urban,Afternoon,5
30,Bike,None,Rural,Evening,5
2,Walking,None,Rural,Morning,0
82,Walking,None,Urban,Evening,0
83,Walking,None,Rural,Evening,0
86,Walking,None,Urban,Evening,0
75,Bike,None,Rural,Afternoon,5
64,Bike,None,Urban,Afternoon,5
61,Car,Gasoline,Urban,Morning,180
4,Bicycle,None,Rural,Evening,0
2,Walking,None,Rural,Morning,0
77,Bike,None,Rural,Morning,5
96,Bus,None,Rural,Morning,80
30,Bike,None,Rural,Morning,5
63,Bike,None,Urban,Afternoon,5
85,Car,Gasoline,Urban,Morning,180
13,Bike,None,Rural,Morning,5
9,Bike,None,Urban,Afternoon,5
74,Bus,None,Urban,Afternoon,80
71,Bike,None,Rural,Morning,5
25,Bike,None,Rural,Afternoon,5
45,Car,Gasoline,Urban,Morning,180
25,Car,Gasoline,Urban,Morning,180
90,Car,Gasoline,Rural,Evening,180
99,Bus,None,Urban,Afternoon,80
74,Bus,None,Rural,Afternoon,80
3,Walking,None,Urban,Evening,0
82,Bike,None,Rural,Afternoon,5
36,Bike,None,Rural,Evening,5
33,Bike,None,Urban,Evening,5
54,Bus,None,Rural,Afternoon,80
26,Bike,None,Rural,Morning,5
100,Bus,None,Urban,Evening,80
10,Bicycle,None,Rural,Afternoon,0
95,Bike,None,Rural,Afternoon,5
3,Walking,None,Rural,Afternoon,0
77,Walking,None,Urban,Evening,0
50,Walking,None,Urban,Evening,0
43,Bike,None,Rural,Morning,5
24,Bike,None,Urban,Evening,5
72,Bike,None,Urban,Evening,5
85,Bike,None,Rural,Evening,5
66,Bike,None,Rural,Evening,5
87,Bike,None,Urban,Evening,5
7,Bicycle,None,Urban,Morning,0
15,Bike,None,Urban,Afternoon,5
82,Bike,None,Urban,Afternoon,5
41,Bike,None,Rural,Afternoon,5
31,Bus,None,Urban,Afternoon,80
8,Bike,None,Urban,Afternoon,5
64,Bike,None,Urban,Afternoon,5
2,Walking,None,Rural,Afternoon,0
90,Walking,None,Urban,Evening,0
40,Walking,None,Rural,Evening,0
32,Bus,None,Urban,Afternoon,80
14,Bike,None,Urban,Evening,5
52,Bike,None,Rural,Morning,5
69,Bike,None,Rural,Afternoon,5
1,Walking,None,Urban,Evening,0
43,Walking,None,Rural,Evening,0
68,Car,Gasoline,Urban,Morning,180
61,Bus,None,Urban,Afternoon,80
67,Bus,None,Urban,Evening,80
31,Bus,None,Rural,Evening,80
59,Bike,None,Urban,Afternoon,5
16,Bus,None,Rural,Afternoon,80
59,Bus,None,Rural,Evening,80
49,Bus,None,Rural,Evening,80
10,Bicycle,None,Rural,Afternoon,0
16,Bus,None,Rural,Afternoon,80
11,Bike,None,Rural,Evening,5
99,Bus,None,Rural,Morning,80
92,Car,Gasoline,Urban,Morning,180
29,Bike,None,Rural,Afternoon,5
73,Bus,None,Urban,Afternoon,80
9,Bike,None,Urban,Afternoon,5
69,Bike,None,Rural,Morning,5
40,Bike,None,Urban,Evening,5
6,Bicycle,None,Rural,Morning,0
71,Bicycle,None,Urban,Evening,0
31,Bus,None,Urban,Afternoon,80
96,Bus,None,Rural,Afternoon,80
29,Bus,None,Urban,Evening,80
82,Car,Gasoline,Urban,Morning,180
46,Bike,None,Urban,Afternoon,5
6,Bicycle,None,Rural,Morning,0
18,Car,Gasoline,Urban,Morning,180
94,Bike,None,Rural,Morning,5
81,Bike,None,Rural,Evening,5
97,Bus,None,Rural,Morning,80
21,Bus,None,Rural,Evening,80
47,Bike,None,Urban,Afternoon,5
23,Car,Gasoline,Urban,Morning,180
27,Bike,None,Urban,Afternoon,5
78,Bus,None,Urban,Afternoon,80
16,Bike,None,Rural,Afternoon,5
99,Bus,None,Urban,Evening,80
94,Bike,None,Rural,Morning,5
51,Bike,None,Urban,Afternoon,5
61,Bike,None,Rural,Morning,5
29,Bike,None,Rural,Morning,5
23,Bike,None,Rural,Evening,5
95,Bike,None,Rural,Afternoon,5
35,Bike,None,Rural,Morning,5
92,Bike,None,Rural,Morning,5
28,Bike,None,Rural,Morning,5
66,Bike,None,Rural,Morning,5
5,Bicycle,None,Rural,Morning,0
50,Bicycle,None,Urban,Evening,0
76,Bicycle,None,Rural,Evening,0
72,Car,Gasoline,Urban,Morning,180
11,Bike,None,Urban,Afternoon,5
29,Car,Gasoline,Urban,Morning,180
99,Bus,None,Urban,Morning,80
50,Bus,None,Rural,Afternoon,80
52,Bike,None,Rural,Morning,5
64,Bike,None,Urban,Afternoon,5
97,Bus,None,Rural,Afternoon,80
99,Bus,None,Rural,Morning,80
59,Bike,None,Urban,Afternoon,5
44,Car,Gasoline,Urban,Morning,180
60,Car,Gasoline,Rural,Evening,180
83,Bike,None,Rural,Afternoon,5
37,Bike,None,Urban,Evening,5
59,Bike,None,Urban,Afternoon,5
14,Bicycle,None,Rural,Afternoon,0
23,Bike,None,Rural,Afternoon,5
88,Bike,None,Urban,Evening,5
15,Bicycle,None,Rural,Afternoon,0
71,Bicycle,None,Rural,Evening,0
89,Bicycle,None,Urban,Evening,0
57,Bus,None,Rural,Afternoon,80
94,Bike,None,Urban,Afternoon,5
73,Bike,None,Rural,Evening,5
9,Bike,None,Urban,Afternoon,5
14,Bicycle,None,Rural,Morning,0
90,Bicycle,None,Urban,Evening,0
28,Bicycle,None,Urban,Evening,0
1,Walking,None,Urban,Morning,0
43,Bike,None,Rural,Morning,5
7,Bicycle,None,Rural,Morning,0
76,Bus,None,Rural,Afternoon,80
45,Bus,None,Urban,Evening,80
40,Bus,None,Urban,Evening,80
3,Walking,None,Rural,Afternoon,0
39,Car,Gasoline,Urban,Morning,180
26,Car,Gasoline,Urban,Morning,180
34,Bike,None,Rural,Morning,5
61,Bike,None,Urban,Evening,5
25,Bike,None,Rural,Evening,5
56,Bike,None,Rural,Afternoon,5
72,Bike,None,Rural,Morning,5
69,Car,Gasoline,Urban,Morning,180
31,Car,Gasoline,Urban,Evening,180
14,Bike,None,Urban,Morning,5
70,Car,Gasoline,Urban,Morning,180
28,Bike,None,Rural,Morning,5
2,Walking,None,Urban,Evening,0
97,Bus,None,Urban,Afternoon,80
98,Bus,None,Urban,Evening,80
4,Bicycle,None,Rural,Afternoon,0
6,Bicycle,None,Urban,Evening,0
86,Bicycle,None,Urban,Evening,0
50,Bicycle,None,Urban,Evening,0
54,Bicycle,None,Rural,Evening,0
35,Bike,None,Rural,Afternoon,5
68,Bike,None,Urban,Evening,5
89,Bike,None,Urban,Afternoon,5
67,Bike,None,Rural,Afternoon,5
36,Bike,None,Rural,Afternoon,5
76,Car,Gasoline,Urban,Morning,180
82,Bus,None,Urban,Afternoon,80
35,Car,Gasoline,Urban,Morning,180
7,Bicycle,None,Rural,Afternoon,0
92,Bicycle,None,Rural,Evening,0
12,Bike,None,Rural,Afternoon,5
27,Bike,None,Rural,Afternoon,5
85,Car,Gasoline,Urban,Morning,180
27,Car,Gasoline,Urban,Morning,180
82,Bike,None,Rural,Afternoon,5
64,Bike,None,Rural,Evening,5
19,Car,Gasoline,Urban,Morning,180
83,Car,Gasoline,Rural,Evening,180
52,Bike,None,Urban,Afternoon,5
77,Bus,None,Urban,Afternoon,80
21,Bus,None,Urban,Evening,80
21,Bus,None,Rural,Evening,80
4,Bicycle,None,Rural,Afternoon,0
21,Bike,None,Urban,Afternoon,5
62,Car,Gasoline,Urban,Morning,180
86,Car,Gasoline,Urban,Morning,180
16,Bike,None,Rural,Morning,5
58,Bike,None,Rural,Evening,5
65,Bus,None,Rural,Afternoon,80
99,Bus,None,Rural,Afternoon,80
15,Bike,None,Urban,Morning,5
29,Bike,None,Urban,Afternoon,5
13,Bike,None,Urban,Evening,5
57,Bike,None,Rural,Evening,5
34,Bike,None,Urban,Evening,5
58,Bike,None,Rural,Morning,5
48,Car,Gasoline,Urban,Morning,180
17,Car,Gasoline,Urban,Evening,180
92,Car,Gasoline,Urban,Evening,180
63,Car,Gasoline,Urban,Evening,180
6,Bicycle,None,Urban,Morning,0
66,Bike,None,Urban,Afternoon,5
87,Bike,None,Rural,Morning,5
54,Car,Gasoline,Urban,Morning,180
4,Bicycle,None,Rural,Morning,0
37,Bike,None,Urban,Afternoon,5
25,Bike,None,Rural,Evening,5
89,Bike,None,Rural,Afternoon,5
62,Bike,None,Rural,Evening,5
14,Bike,None,Urban,Evening,5
8,Bicycle,None,Rural,Afternoon,0
83,Bus,None,Urban,Afternoon,80
47,Bus,None,Urban,Afternoon,80
13,Bicycle,None,Rural,Evening,0
48,Bike,None,Urban,Afternoon,5
21,Bike,None,Rural,Afternoon,5
34,Bike,None,Rural,Afternoon,5
47,Bike,None,Rural,Morning,5
36,Bike,None,Urban,Afternoon,5
48,Bike,None,Urban,Afternoon,5
62,Bike,None,Urban,Afternoon,5
30,Car,Gasoline,Urban,Morning,180
55,Car,Gasoline,Urban,Morning,180
70,Car,Gasoline,Urban,Evening,180
99,Bus,None,Rural,Evening,80
38,Car,Gasoline,Urban,Morning,180
41,Car,Gasoline,Urban,Evening,180
22,Bus,None,Rural,Afternoon,80
94,Bike,None,Rural,Afternoon,5
54,Bike,None,Rural,Evening,5
48,Bike,None,Rural,Morning,5
89,Car,Gasoline,Urban,Morning,180
17,Bus,None,Rural,Afternoon,80
96,Bus,None,Urban,Morning,80
77,Car,Gasoline,Urban,Morning,180
95,Bus,None,Urban,Afternoon,80
16,Bike,None,Rural,Morning,5
17,Bike,None,Urban,Afternoon,5
11,Bicycle,None,Rural,Morning,0
95,Bicycle,None,Rural,Evening,0
85,Bus,None,Urban,Afternoon,80
93,Bus,None,Urban,Evening,80
66,Bike,None,Rural,Morning,5
32,Bike,None,Rural,Evening,5
92,Bike,None,Urban,Evening,5
42,Bike,None,Rural,Evening,5
61,Bike,None,Rural,Morning,5
7,Bicycle,None,Urban,Evening,0
48,Bike,None,Rural,Morning,5
25,Bike,None,Rural,Evening,5
55,Bike,None,Urban,Evening,5
69,Car,Gasoline,Urban,Morning,180
69,Car,Gasoline,Urban,Morning,180
27,Car,Gasoline,Urban,Evening,180
97,Bus,None,Rural,Morning,80
51,Bike,None,Rural,Afternoon,5
9,Bike,None,Urban,Evening,5
97,Bus,None,Rural,Evening,80
62,Bus,None,Urban,Afternoon,80
61,Bike,None,Rural,Morning,5
74,Car,Gasoline,Urban,Morning,180
70,Car,Gasoline,Urban,Morning,180
25,Bike,None,Rural,Morning,5
88,Bike,None,Rural,Afternoon,5
22,Car,Gasoline,Urban,Morning,180
1,Walking,None,Rural,Evening,0
99,Bus,None,Rural,Afternoon,80
34,Bus,None,Rural,Evening,80
75,Bike,None,Rural,Morning,5
39,Bike,None,Rural,Afternoon,5
90,Bus,None,Urban,Afternoon,80
47,Bus,None,Urban,Afternoon,80
53,Bike,None,Urban,Afternoon,5
28,Bike,None,Urban,Afternoon,5
71,Bike,None,Urban,Afternoon,5
10,Bicycle,None,Rural,Afternoon,0
40,Bus,None,Rural,Afternoon,80
2,Walking,None,Rural,Evening,0
17,Walking,None,Rural,Evening,0
21,Walking,None,Rural,Evening,0
92,Bike,None,Rural,Morning,5
41,Bike,None,Rural,Morning,5
48,Car,Gasoline,Urban,Morning,180
16,Bike,None,Urban,Afternoon,5
58,Car,Gasoline,Urban,Morning,180
79,Car,Gasoline,Urban,Evening,180
40,Bus,None,Rural,Afternoon,80
42,Car,Gasoline,Urban,Morning,180
77,Car,Gasoline,Urban,Morning,180
36,Car,Gasoline,Urban,Morning,180
73,Bike,None,Rural,Afternoon,5
56,Bus,None,Rural,Afternoon,80
56,Bus,None,Rural,Evening,80
21,Bus,None,Rural,Evening,80
100,Bus,None,Urban,Evening,80
94,Bike,None,Rural,Morning,5
1,Walking,None,Urban,Evening,0
87,Bike,None,Rural,Morning,5
94,Car,Gasoline,Urban,Morning,180
62,Car,Gasoline,Urban,Morning,180
36,Bus,None,Urban,Afternoon,80
60,Bus,None,Rural,Evening,80
28,Bike,None,Urban,Afternoon,5
21,Bike,None,Urban,Afternoon,5
6,Bicycle,None,Rural,Afternoon,0
53,Bus,None,Urban,Afternoon,80
45,Bike,None,Rural,Morning,5
12,Bike,None,Urban,Evening,5
2,Walking,None,Urban,Afternoon,0
55,Car,Gasoline,Urban,Morning,180
97,Bus,None,Urban,Afternoon,80
98,Bus,None,Rural,Afternoon,80
30,Bus,None,Rural,Evening,80
91,Bus,None,Rural,Evening,80
47,Bus,None,Rural,Afternoon,80
72,Bike,None,Rural,Morning,5
81,Car,Gasoline,Urban,Morning,180
85,Car,Gasoline,Rural,Evening,180
91,Car,Gasoline,Urban,Evening,180
90,Car,Gasoline,Rural,Evening,180
12,Bike,None,Rural,Evening,5
91,Bike,None,Urban,Evening,5
100,Bus,None,Urban,Morning,80
98,Bus,None,Urban,Morning,80
11,Bicycle,None,Rural,Evening,0
56,Bicycle,None,Urban,Evening,0
51,Bicycle,None,Rural,Evening,0
87,Bus,None,Rural,Afternoon,80
69,Bus,None,Rural,Evening,80
92,Bus,None,Rural,Evening,80
87,Bus,None,Rural,Evening,80
22,Bike,None,Rural,Afternoon,5
18,Bus,None,Urban,Afternoon,80
62,Bus,None,Urban,Evening,80
17,Bike,None,Urban,Afternoon,5
21,Bike,None,Rural,Morning,5
40,Car,Gasoline,Urban,Morning,180
21,Bike,None,Rural,Afternoon,5
58,Bike,None,Rural,Evening,5
38,Bus,None,Rural,Afternoon,80
76,Car,Gasoline,Urban,Morning,180
27,Car,Gasoline,Urban,Evening,180
78,Car,Gasoline,Urban,Evening,180
96,Bus,None,Rural,Evening,80
48,Bike,None,Urban,Afternoon,5
20,Bike,None,Urban,Evening,5
17,Car,Gasoline,Urban,Morning,180
5,Bicycle,None,Urban,Morning,0
2,Walking,None,Rural,Morning,0
27,Bus,None,Rural,Afternoon,80
29,Bus,None,Urban,Evening,80
61,Car,Gasoline,Urban,Morning,180
50,Car,Gasoline,Urban,Evening,180
89,Car,Gasoline,Urban,Morning,180
3,Walking,None,Rural,Evening,0
16,Bike,None,Rural,Morning,5
64,Car,Gasoline,Urban,Morning,180
77,Bike,None,Rural,Afternoon,5
17,Bike,None,Rural,Afternoon,5
69,Bike,None,Rural,Morning,5
26,Bike,None,Rural,Afternoon,5
74,Car,Gasoline,Urban,Morning,180
78,Bike,None,Rural,Afternoon,5
1,Walking,None,Urban,Morning,0
3,Walking,None,Rural,Morning,0
82,Bus,None,Urban,Afternoon,80
41,Bus,None,Rural,Afternoon,80
88,Bus,None,Rural,Evening,80
26,Car,Gasoline,Urban,Morning,180
67,Bus,None,Rural,Afternoon,80
4,Bicycle,None,Urban,Afternoon,0
67,Bicycle,None,Urban,Evening,0
56,Bus,None,Urban,Afternoon,80
92,Bike,None,Rural,Morning,5
49,Bus,None,Rural,Afternoon,80
18,Car,Gasoline,Urban,Morning,180
52,Car,Gasoline,Urban,Morning,180
83,Car,Gasoline,Rural,Evening,180
26,Car,Gasoline,Urban,Evening,180
57,Car,Gasoline,Urban,Morning,180
38,Bike,None,Urban,Afternoon,5
1,Walking,None,Urban,Morning,0
71,Bike,None,Rural,Morning,5
91,Bike,None,Urban,Evening,5
53,Bike,None,Rural,Morning,5
44,Car,Gasoline,Urban,Morning,180
55,Bike,None,Rural,Morning,5
16,Bike,None,Rural,Evening,5
29,Car,Gasoline,Urban,Morning,180
69,Car,Gasoline,Urban,Morning,180
24,Bus,None,Urban,Afternoon,80
39,Bike,None,Rural,Morning,5
63,Bike,None,Urban,Afternoon,5
83,Bike,None,Rural,Morning,5
78,Bus,None,Urban,Afternoon,80
88,Bus,None,Urban,Afternoon,80
27,Bike,None,Rural,Morning,5
23,Car,Gasoline,Urban,Morning,180
4,Bicycle,None,Rural,Afternoon,0
18,Bike,None,Rural,Morning,5
56,Bike,None,Rural,Afternoon,5
78,Bus,None,Rural,Afternoon,80
17,Bike,None,Rural,Morning,5
78,Bike,None,Rural,Morning,5
10,Bike,None,Urban,Morning,5
43,Bike,None,Urban,Afternoon,5
53,Bus,None,Urban,Afternoon,80
33,Bus,None,Rural,Evening,80
29,Bus,None,Urban,Afternoon,80
10,Bicycle,None,Rural,Afternoon,0
31,Bus,None,Urban,Afternoon,80
76,Car,Gasoline,Urban,Morning,180
36,Bike,None,Rural,Morning,5
91,Car,Gasoline,Urban,Morning,180
5,Bicycle,None,Urban,Evening,0
15,Bike,None,Urban,Evening,5
43,Bike,None,Urban,Evening,5
67,Bike,None,Rural,Evening,5
83,Bike,None,Rural,Evening,5
29,Bike,None,Rural,Afternoon,5
95,Bike,None,Rural,Evening,5
80,Bike,None,Rural,Afternoon,5
45,Bike,None,Urban,Evening,5
44,Bike,None,Rural,Morning,5
5,Bicycle,None,Urban,Morning,0
100,Bus,None,Urban,Evening,80
58,Bus,None,Urban,Evening,80
22,Bike,None,Urban,Afternoon,5
87,Bike,None,Rural,Evening,5
6,Bicycle,None,Rural,Evening,0
15,Bike,None,Urban,Evening,5
65,Car,Gasoline,Urban,Morning,180
15,Bike,None,Rural,Morning,5
10,Bicycle,None,Rural,Morning,0
40,Bike,None,Urban,Afternoon,5
42,Bike,None,Rural,Evening,5
98,Bus,None,Rural,Afternoon,80
15,Bike,None,Urban,Morning,5
5,Bicycle,None,Rural,Afternoon,0
83,Bicycle,None,Urban,Evening,0
47,Bike,None,Urban,Afternoon,5
30,Bike,None,Urban,Afternoon,5
76,Bike,None,Urban,Evening,5
34,Bike,None,Rural,Evening,5
18,Bike,None,Rural,Morning,5
1,Walking,None,Rural,Evening,0
26,Walking,None,Urban,Evening,0
11,Bicycle,None,Rural,Evening,0
42,Car,Gasoline,Urban,Morning,180
50,Bike,None,Rural,Afternoon,5
61,Car,Gasoline,Urban,Morning,180
48,Car,Gasoline,Urban,Morning,180
45,Bike,None,Urban,Afternoon,5
17,Bike,None,Urban,Evening,5
89,Bike,None,Urban,Evening,5
24,Bus,None,Urban,Afternoon,80
1,Walking,None,Rural,Afternoon,0
88,Bike,None,Urban,Afternoon,5
91,Bus,None,Rural,Afternoon,80
43,Bus,None,Rural,Evening,80
7,Bicycle,None,Rural,Morning,0
18,Car,Gasoline,Urban,Morning,180
74,Bike,None,Urban,Afternoon,5
9,Bicycle,None,Rural,Afternoon,0
31,Car,Gasoline,Urban,Morning,180
22,Car,Gasoline,Urban,Evening,180
28,Car,Gasoline,Rural,Evening,180
87,Car,Gasoline,Urban,Morning,180
80,Bike,None,Rural,Morning,5
50,Bike,None,Rural,Morning,5
96,Bus,None,Rural,Morning,80
69,Bike,None,Urban,Afternoon,5
90,Bike,None,Rural,Evening,5
19,Car,Gasoline,Urban,Morning,180
4,Bicycle,None,Rural,Morning,0
17,Bicycle,None,Urban,Evening,0
88,Bicycle,None,Rural,Evening,0
14,Bike,None,Urban,Afternoon,5
99,Bus,None,Rural,Evening,80
98,Bus,None,Urban,Morning,80
85,Bus,None,Rural,Afternoon,80
77,Bike,None,Rural,Morning,5
13,Bike,None,Urban,Morning,5
12,Bike,None,Urban,Morning,5
85,Bus,None,Urban,Afternoon,80
65,Car,Gasoline,Urban,Morning,180
52,Bus,None,Urban,Afternoon,80
9,Bicycle,None,Rural,Afternoon,0
76,Car,Gasoline,Urban,Morning,180
61,Car,Gasoline,Urban,Morning,180
95,Car,Gasoline,Rural,Evening,180
98,Bus,None,Urban,Afternoon,80
98,Bus,None,Rural,Evening,80
77,Car,Gasoline,Urban,Morning,180
91,Bus,None,Urban,Afternoon,80
1,Walking,None,Rural,Evening,0
20,Bus,None,Urban,Afternoon,80
79,Bike,None,Rural,Morning,5
41,Bike,None,Rural,Morning,5
70,Car,Gasoline,Urban,Morning,180
19,Car,Gasoline,Urban,Evening,180
5,Bicycle,None,Rural,Evening,0
86,Bike,None,Rural,Morning,5
37,Bus,None,Rural,Afternoon,80
96,Bus,None,Urban,Afternoon,80
44,Car,Gasoline,Urban,Morning,180
95,Bike,None,Rural,Morning,5
82,Bike,None,Rural,Morning,5
9,Bike,None,Urban,Afternoon,5
11,Bike,None,Rural,Morning,5
39,Bus,None,Urban,Afternoon,80
17,Bus,None,Urban,Evening,80
88,Car,Gasoline,Urban,Morning,180
7,Bicycle,None,Rural,Evening,0
87,Car,Gasoline,Urban,Morning,180
36,Bike,None,Rural,Afternoon,5
30,Bike,None,Rural,Evening,5
33,Bus,None,Rural,Afternoon,80
20,Bike,None,Rural,Afternoon,5
84,Bike,None,Rural,Evening,5
32,Bike,None,Rural,Evening,5
2,Walking,None,Rural,Morning,0
47,Walking,None,Urban,Evening,0
33,Bus,None,Urban,Afternoon,80
66,Bike,None,Urban,Afternoon,5
100,Bus,None,Rural,Afternoon,80
42,Bus,None,Urban,Evening,80
17,Bus,None,Urban,Afternoon,80
96,Bus,None,Urban,Evening,80
9,Bicycle,None,Rural,Morning,0
74,Bike,None,Rural,Morning,5
17,Bike,None,Rural,Morning,5
53,Bike,None,Rural,Afternoon,5
70,Bike,None,Rural,Morning,5
55,Bike,None,Rural,Evening,5
25,Bike,None,Rural,Afternoon,5
25,Bike,None,Rural,Evening,5
14,Bicycle,None,Rural,Afternoon,0
17,Bike,None,Rural,Morning,5
53,Bike,None,Rural,Afternoon,5
83,Bus,None,Rural,Afternoon,80
51,Bus,None,Urban,Evening,80
74,Bus,None,Rural,Evening,80
16,Bike,None,Rural,Morning,5
63,Bike,None,Urban,Afternoon,5
95,Bus,None,Urban,Evening,80
94,Bus,None,Rural,Evening,80
75,Bike,None,Rural,Morning,5
26,Car,Gasoline,Urban,Morning,180
13,Bicycle,None,Rural,Morning,0
70,Car,Gasoline,Urban,Morning,180
8,Bicycle,None,Rural,Morning,0
55,Car,Gasoline,Urban,Morning,180
45,Car,Gasoline,Rural,Evening,180
69,Bike,None,Rural,Morning,5
34,Bike,None,Rural,Afternoon,5
68,Bus,None,Rural,Afternoon,80
45,Bike,None,Rural,Afternoon,5
10,Bicycle,None,Rural,Morning,0
79,Bicycle,None,Urban,Evening,0
18,Car,Gasoline,Urban,Morning,180
91,Bus,None,Urban,Afternoon,80
78,Bike,None,Rural,Morning,5
46,Bike,None,Urban,Evening,5
58,Car,Gasoline,Urban,Morning,180
52,Bus,None,Rural,Afternoon,80
31,Car,Gasoline,Urban,Morning,180
34,Bike,None,Rural,Morning,5
20,Bus,None,Urban,Afternoon,80
35,Car,Gasoline,Urban,Morning,180
74,Car,Gasoline,Rural,Evening,180
71,Car,Gasoline,Rural,Evening,180
17,Bike,None,Rural,Morning,5
31,Bike,None,Rural,Morning,5
94,Bike,None,Rural,Evening,5
18,Bus,None,Urban,Afternoon,80
22,Bike,None,Rural,Morning,5
51,Bike,None,Rural,Morning,5
52,Bike,None,Rural,Evening,5
58,Bike,None,Rural,Morning,5
10,Bicycle,None,Rural,Morning,0
22,Bike,None,Rural,Afternoon,5
80,Car,Gasoline,Urban,Morning,180
12,Bike,None,Urban,Morning,5
32,Car,Gasoline,Urban,Morning,180
34,Bike,None,Rural,Afternoon,5
7,Bicycle,None,Rural,Evening,0
99,Bus,None,Rural,Morning,80
23,Bus,None,Rural,Evening,80
17,Bus,None,Urban,Evening,80
75,Bus,None,Rural,Evening,80
13,Bike,None,Urban,Evening,5
80,Bike,None,Rural,Morning,5
6,Bicycle,None,Rural,Afternoon,0
64,Bicycle,None,Rural,Evening,0
63,Bicycle,None,Urban,Evening,0
97,Bus,None,Urban,Morning,80
95,Bus,None,Urban,Evening,80
56,Bus,None,Rural,Evening,80
94,Bus,None,Rural,Afternoon,80
67,Bus,None,Urban,Evening,80
37,Bus,None,Rural,Evening,80
20,Bike,None,Rural,Morning,5
32,Bike,None,Urban,Evening,5
97,Bus,None,Urban,Morning,80
6,Bicycle,None,Rural,Afternoon,0
21,Bike,None,Rural,Morning,5
31,Car,Gasoline,Urban,Morning,180
18,Car,Gasoline,Urban,Morning,180
19,Bus,None,Rural,Afternoon,80
96,Bus,None,Urban,Afternoon,80
15,Bicycle,None,Rural,Morning,0
12,Bicycle,None,Rural,Morning,0
88,Bicycle,None,Rural,Evening,0
74,Bicycle,None,Rural,Evening,0
70,Bike,None,Rural,Morning,5
83,Bike,None,Rural,Evening,5
27,Bike,None,Urban,Afternoon,5
100,Bus,None,Urban,Evening,80
21,Bus,None,Rural,Evening,80
20,Bus,None,Rural,Afternoon,80
38,Bus,None,Rural,Evening,80
57,Bus,None,Urban,Evening,80
62,Bus,None,Urban,Evening,80
66,Bike,None,Rural,Morning,5
59,Car,Gasoline,Urban,Morning,180
92,Bike,None,Rural,Morning,5
92,Bike,None,Rural,Evening,5
38,Car,Gasoline,Urban,Morning,180
20,Bike,None,Rural,Morning,5
61,Bike,None,Rural,Evening,5
80,Bike,None,Rural,Evening,5
91,Bike,None,Rural,Evening,5
100,Bus,None,Urban,Morning,80
54,Bike,None,Rural,Afternoon,5
34,Bike,None,Urban,Afternoon,5
34,Bike,None,Urban,Evening,5
75,Bike,None,Rural,Afternoon,5
10,Bicycle,None,Rural,Afternoon,0
30,Bike,None,Rural,Morning,5
36,Bike,None,Rural,Evening,5
79,Bike,None,Urban,Evening,5
35,Car,Gasoline,Urban,Morning,180
47,Bike,None,Rural,Morning,5
16,Bike,None,Rural,Morning,5
52,Car,Gasoline,Urban,Morning,180
63,Bike,None,Rural,Morning,5
16,Bus,None,Urban,Afternoon,80
87,Car,Gasoline,Urban,Morning,180
29,Bike,None,Rural,Afternoon,5
84,Bus,None,Rural,Afternoon,80
13,Bike,None,Rural,Evening,5
40,Car,Gasoline,Urban,Morning,180
10,Bicycle,None,Rural,Evening,0
80,Car,Gasoline,Urban,Morning,180
9,Bicycle,None,Rural,Afternoon,0
93,Bicycle,None,Urban,Evening,0
5,Bicycle,None,Urban,Evening,0
81,Bicycle,None,Rural,Evening,0
76,Car,Gasoline,Urban,Morning,180
51,Bike,None,Urban,Afternoon,5
21,Bike,None,Rural,Morning,5
31,Bike,None,Rural,Afternoon,5
33,Bus,None,Rural,Afternoon,80
67,Car,Gasoline,Urban,Morning,180
54,Car,Gasoline,Urban,Morning,180
69,Car,Gasoline,Rural,Evening,180
21,Bike,None,Rural,Afternoon,5
82,Car,Gasoline,Urban,Morning,180
97,Bus,None,Urban,Evening,80
8,Bike,None,Urban,Evening,5
95,Bike,None,Rural,Morning,5
78,Car,Gasoline,Urban,Morning,180
92,Car,Gasoline,Rural,Evening,180
46,Bike,None,Rural,Morning,5
53,Bike,None,Rural,Evening,5
50,Bike,None,Urban,Evening,5
6,Bicycle,None,Urban,Evening,0
98,Bus,None,Urban,Afternoon,80
26,Bike,None,Rural,Morning,5
52,Bike,None,Rural,Afternoon,5
39,Bike,None,Rural,Evening,5
17,Car,Gasoline,Urban,Morning,180
18,Car,Gasoline,Rural,Evening,180
30,Bus,None,Urban,Afternoon,80
81,Bus,None,Rural,Evening,80
24,Bus,None,Rural,Evening,80
34,Bike,None,Rural,Morning,5
4,Bicycle,None,Urban,Afternoon,0
90,Bicycle,None,Urban,Evening,0
68,Bike,None,Rural,Morning,5
66,Bike,None,Rural,Morning,5
31,Bike,None,Rural,Afternoon,5
46,Bus,None,Rural,Afternoon,80
17,Bus,None,Urban,Evening,80
83,Bus,None,Urban,Evening,80
80,Bus,None,Rural,Afternoon,80
21,Bus,None,Urban,Evening,80
8,Bike,None,Urban,Morning,5
75,Bike,None,Urban,Evening,5
93,Bike,None,Rural,Morning,5
74,Bike,None,Rural,Evening,5
